41.7464603,-72.7276534
41.7467788,-72.7252098
41.7262864,-72.7405128
41.7430314,-72.7197184
41.7263919,-72.7171226
41.7256499,-72.7149971
41.7299256,-72.7151802
41.728419,-72.7169363
41.7285242,-72.7165485
41.7548976,-72.7351729
41.7466408,-72.7153262
41.7467082,-72.7153438
41.7574226,-72.7288701
41.7371143,-72.7303813
41.75078,-72.7285007
41.7512599,-72.7260708
41.7445687,-72.7339558
41.7634829,-72.7325104
41.7620148,-72.7459288
41.7084008,-72.6946833
41.8152976,-72.6613532
41.8132873,-72.6557678
41.8142259,-72.6606887
41.8183919,-72.6624557
41.8231968,-72.6822139
41.8279129,-72.6565115
41.8128998,-72.6597298
41.8286698,-72.661027
41.8226838,-72.6699121
41.82477,-72.6523568
41.8179632,-72.6617985
41.8332452,-72.6759817
41.8234505,-72.6520654
41.8233229,-72.6510345
41.8073565,-72.6596045
41.8090072,-72.6604972
41.8744724,-72.6373528
41.8360596,-72.6721444
41.8294874,-72.6566822
41.8078294,-72.6596484
41.8273112,-72.653822
41.8267897,-72.6502954
41.8129379,-72.6540254
41.8144306,-72.6549609
41.8125207,-72.6531712




















































































































































































































































































































































































































































































































































































































































































































































































































