41.8298794,-72.6928359
41.8282421,-72.6889346
41.8215764,-72.6949933
41.8223922,-72.6911626
41.8075347,-72.7006237
41.8193539,-72.7174397
41.8190027,-72.715047
41.8250395,-72.6886688
41.8268696,-72.6895729
41.8082906,-72.6979894
41.8212131,-72.6879397
41.8288135,-72.6887851
41.8300706,-72.695844
41.8104355,-72.68654
41.8048203,-72.6861389
41.8205713,-72.6934721
41.8026,-72.6890948
41.8012212,-72.6886489
41.8243443,-72.7015822
41.8354818,-72.7465266
41.8262853,-72.7275242
41.8178731,-72.7343114
41.8290362,-72.7247463
41.8311242,-72.691866
41.8219637,-72.7297409
41.8064387,-72.6905017
41.7795971,-72.6193694
41.7965952,-72.6211536
41.7721536,-72.6462766
41.7613086,-72.5994024
41.7738429,-72.6468575
41.7677105,-72.6480603
41.7706523,-72.6469121
41.7357881,-72.5780255
41.7744161,-72.6044997
41.7426347,-72.6216183
41.7823239,-72.6063619
41.7820568,-72.6030654
41.7339212,-72.5946921
41.7476981,-72.6002135
41.7856408,-72.617026
41.7579368,-72.6337253
41.7835531,-72.6186863
41.780343,-72.6176347
41.7892884,-72.6121154
41.7805483,-72.6318175
41.7832712,-72.6136616
41.7796491,-72.6313321
41.7825498,-72.6028788
41.7783235,-72.6415738
41.7716156,-72.6453258
41.763559,-72.616837
41.7765772,-72.6414724
41.782084,-72.6116141
41.7722882,-72.6394393
41.7782598,-72.6154082
41.7847983,-72.6209373
41.7311656,-72.6300548
41.7411207,-72.6246845
41.8745885,-72.4399735
41.7973665,-72.6638626
41.7263137,-72.6975048
41.7967501,-72.7017495
41.796839,-72.7004532
41.7991265,-72.6666099
41.7735641,-72.6898423
41.7287731,-72.6930548
41.7412198,-72.6735208
41.7987675,-72.69642
41.7357956,-72.701682
41.7343082,-72.7066328
41.7338438,-72.7068923
41.7369243,-72.6779291
41.7356235,-72.6822725
41.7349767,-72.6862483
41.7888466,-72.700104
41.8048328,-72.7032412
41.7377169,-72.682457
41.7885487,-72.6972696
41.7351587,-72.6890362
41.7344226,-72.6938208
41.7948072,-72.7017016
41.7943102,-72.7035373
41.7392623,-72.7007202
41.8001615,-72.6985612
41.7296041,-72.6799587
41.7321041,-72.7049799
41.7384583,-72.678934
41.8056577,-72.6932515
41.8068949,-72.6919237
41.7364653,-72.6894274
41.7466788,-72.7044799
41.7648046,-72.7085908
41.7290049,-72.7026127
41.731165,-72.6992732
41.7346216,-72.7105463
41.7905032549559,-72.7051992046003
41.7987499266387,-72.7068918128542
41.7888956580696,-72.7047084892574
41.7280636,-72.7131105
41.7297265,-72.7127509
41.7976233,-72.6662316
41.7983338,-72.6664975
41.8044635,-72.7018209
41.80452,-72.6996451
41.7338577,-72.6968706
41.7291581,-72.6962536
41.7429118,-72.6952642
41.7333379,-72.6988138
41.794347,-72.706545
41.7328049,-72.6969626
41.7319716,-72.7002158
41.8016064,-72.6958031
41.7351393,-72.6720893
41.7306123,-72.7020857
41.7354619,-72.7077121
41.730743,-72.709185
41.740253,-72.6909746
41.7393337,-72.6815918
41.7896311,-72.6958682
41.7351119,-72.6990197
41.7276094,-72.6996712
41.727189,-72.6996378
41.7480688,-72.7034158
41.7382167,-72.701751
41.7622374,-72.7095612
41.7359497,-72.6770881
41.7980125,-72.6711739
41.7980788,-72.6713587
41.8011437,-72.6908961
41.8004771,-72.6997857
41.7998745,-72.7057652
41.7883466,-72.6839086
41.8066416,-72.6974344
41.7369641,-72.6921611
41.7496429,-72.7016968
41.7435553,-72.6803918
41.7399548,-72.6823269
41.746642,-72.6950675
41.7431598,-72.696981
41.781994,-72.6926979
41.7825289,-72.692518
41.7837385,-72.692191
41.791828,-72.673933
41.791875,-72.674102
41.791922,-72.674265
41.7772939,-72.681455
41.7799863,-72.6863236
41.7412329,-72.6863986
41.7346866,-72.6719673
41.7331148,-72.6993477
41.741771,-72.6972679
41.8060868,-72.6975363
41.80702,-72.70282
41.7913892,-72.5057162
41.7738858,-72.5155928
41.5353092,-72.7726632
41.6764964,-72.7022028
41.8226288,-72.5129591
41.7250072,-72.7154693
41.8045064,-72.7221772
41.7366248,-72.7545165
41.7469009,-72.7179615
41.7987015,-72.7406485
41.721407,-72.7587286
41.7457898,-72.7251636
